kana,municipality,department,section,phone
ウ,魚津市,税務課,住民税係,0765-23-1009
オ,小矢部市,税務課,-,0766-67-1760
カ,上市町,財務課,-,076-472-1111
ク,黒部市,税務課,市民税係,0765-54-2111
タ,高岡市,市民税課,個人住民税担当,0766-20-1261
タ,立山町,税料金課,住民税係,076-463-1121
ト,砺波市,税務課,市民税係,0763-33-1111
ト,富山市,市民税課,第2係,076-443-2032
ナ,滑川市,税務課,-,076-475-2111
ナ,南砺市,税務課,市民税係,0763-23-2005
ニ,入善町,税務課,住民税係,0765-72-1100
ヒ,氷見市,税務課,-,0766-74-8043
フ,舟橋村,総務課,-,076-464-1121
ア,穴水町,税務課,住民税,0768-52-3630
ウ,内灘町,税務課,住民税係,076-286-6706
カ,加賀市,税料金課,市民税係,0761-72-7815
カ,金沢市,市民税課,個人市民税担当,076-220-2161
カ,かほく市,税務課,市民税係,076-283-1114
カ,川北町,税務課,個人住民税係,076-277-1111
コ,小松市,税務課,市民税担当,0761-24-8030
シ,志賀町,税務課,住民税,0767-32-9142
ス,珠洲市,税務課,課税担当,0768-82-7736
ツ,津幡町,税務課,町民税係,076-288-2123
ナ,中能登町,税務課,住民税係,0767-74-2807
ナ,七尾市,税務課,市民税係,0767-53-8412
ノ,能登町,税務課,町民税係,0768-62-8505
ノ,野々市町,税務課,住民税担当,076-227-6036
ノ,能美市,税務課,市民税係,0761-58-8705
ハ,羽咋市,税務課,住民税係,0767-22-7130
ハ,白山市,税務課,市民税係,076-274-9514
ホ,宝達志水町,税務課,住民税係,0767-28-5504
ワ,輪島市,税務課,-,0768-23-1126
ア,あわら市,税務課,市民税グループ,0776-73-8011
イ,池田町,総務課,税務係,"0778-44-6000
    （内線：162）"
エ,永平寺町,税務課,住民税担当,"0776-61-1111
    （内線：242）"
エ,越前市,税務課,市民税グループ,0778-22-3014
エ,越前町,税務課,住民税係,0778-34-8709
オ,おおい町,税務課,個人住民税係,"0770-77-1111
    （内線：142）"
オ,大野市,税務課,市民税係,"0779-66-1111
    （内線：425）"
オ,小浜市,税務課,市民税グループ,"0770-53-1111
    （内線：137）"
カ,勝山市,税務課,市民税グループ,"0779-88-1111
    （内線：243）"
サ,坂井市,課税課,個人市民税係,0776-50-3023
サ,鯖江市,税務課,市民税グループ,0778-53-2210
タ,高浜町,税務課,住民税係,0770-72-7707
ツ,敦賀市,税務課,市民税係,0770-22-8106
フ,福井市,市民税課,個人市民税係,0776-20-5306
ミ,南越前町,町民税務課,税務係,0778-47-8014
ミ,美浜町,税務課,住民税担当,0770-32-6702
ワ,若狭町,税務課,課税グループ,0770-45-9101
イ,市川三郷町,税務課,住民税係,055-272-1104
ウ,上野原市,税務課,課税担当,0554-62-3113
オ,大月市,税務課,税務担当,"0554-22-2111
    （内線：128）"
オ,忍野村,税務課,賦課係,0555-84-7797
カ,甲斐市,税務課,市民税担当,055-278-1663
カ,鰍沢町,財政課,税務係,0556-22-2151
コ,甲州市,税務課,市民税担当,0553-32-5069
コ,甲府市,市民税課,個人市民税係,055-237-5398
コ,小菅村,総務課,税担当,"0428-87-0111
    （内線：12）"
シ,昭和町,税務課,住民税係,055-275-8265
タ,丹波山村,総務観光課,税務係,0428-88-0211
チ,中央市,税務課,市民税担当,055-274-8546
ツ,都留市,税務課,市民税担当,"0554-43-1111
    （内線：121）"
ド,道志村,総務課,税務係,0554-52-2111
ナ,鳴沢村,税務課,個人住民税担当,"0555-85-2311
    （内線：132）"
ナ,南部町,税務課,住民税係,0556-66-3404
ニ,西桂町,税務課,税務係,0555-25-2121
ニ,韮崎市,税務課,市民税担当,"0551-22-1111
    （内線：153）"
ハ,早川町,町民課,税務保険担当,"0556-45-2511
    （内線：35）"
フ,笛吹市,税務課,市民税担当,"055-262-4111
    (内線：134）"
フ,富士河口湖町,税務課,住民税係,0555-72-1113
フ,富士吉田市,税務課,市民税担当,"0555-22-1111
    （内線：125）"
ホ,北杜市,税務課,市民税担当,0551-42-1313
マ,増穂町,税務課,住民税担当,0556-22-7205
ミ,南アルプス市,税務課,個人市民税担当,055-282-7379
ミ,身延町,町民課,課税担当,0556-42-4803
ヤ,山中湖村,税務課,課税係,0555-62-9972
ヤ,山梨市,税務課,市民税担当,"0553-22-1111
    （内線：122）"
ア,青木村,総務課,税務係,0268-49-0111
ア,上松町,総務課,税務係,0264-52-2001
ア,朝日村,総務課,財務係,0263-99-2001
ア,安曇野市,市民税課,庶務係,0263-72-3111
ア,阿智村,出納室,税務係,0265-43-2220
ア,阿南町,総務課,税務係,0260-22-2141
イ,飯島町,住民福祉課,税務係,0265-86-3111
イ,飯田市,税務課,市民税係,0265-22-4511
イ,飯綱町,総務課,民税収納担当,026-253-2511
イ,飯山市,税務課,市民税係,0269-62-3111
イ,生坂村,住民課,税務生活環境係,0263-69-3111
イ,池田町,総務課,税務係,0261-62-3131
イ,伊那市,税務課,市民税係,0265-78-4111
ウ,上田市,税務課,市民税係,0268-23-5115
ウ,売木村,総務課,総務係,0260-28-2311
オ,王滝村,総務課,税務係,0264-48-2001
オ,大桑村,総務課,税務係,0264-55-3080
オ,大鹿村,住民税務課,税務係,0265-39-2001
オ,大町市,税務課,税務担当,0261-22-0420
オ,岡谷市,税務課,市民税係,0266-23-4811
オ,小川村,総務課,会計税務係,026-269-2323
オ,小谷村,総務課,税務係,0261-82-2001
オ,小布施町,税務グループ,-,026-247-3111
オ,麻績村,総務課,税務係,0263-67-3001
カ,軽井沢町,税務課,町民税係,0267-45-8111
カ,川上村,総務課,税務係,0267-97-2121
キ,木島平村,総務管理課,税務係,0269-82-3111
キ,木曽町,税務課,住民税係,0264-22-4282
キ,木祖村,総務課,税務係,0264-36-2001
キ,北相木村,総務企画課,税務係,0267-77-2111
コ,小海町,総務課,税務係,0267-92-2525
コ,駒ヶ根市,税務課,市民税係,0265-83-2111
コ,小諸市,税務課,市民税係,0267-22-1700
サ,栄村,総務課,企画財政係,0269-87-3111
サ,坂城町,総務課,税務係,0268-82-3111
サ,佐久市,税務課,市民税係,0267-62-2111
サ,佐久穂町,総務課,税務係,0267-86-2525
シ,塩尻市,税務課,市民税係,0263-52-0280
シ,信濃町,総務課,税務係,026-255-3111
シ,下條村,総務課,税務係,0260-27-2311
シ,下諏訪町,税務課,町民税係,0266-27-1111
シ,信州新町,総務課,税務係,026-262-2200
ス,須坂市,税務課,市民税係,026-248-9001
ス,諏訪市,税務課,市民税係,0266-52-4141
セ,清内路村,総務課,総務係,0265-46-2001
タ,喬木村,税務会計室,-,0265-33-2001
タ,高森町,総務課,税務係,0265-35-3111
タ,高山村,総務課,税務係,026-245-1100
タ,辰野町,住民税務課,住民税係,0266-41-1111
タ,立科町,総務課,課税係,0267-56-2311
チ,筑北村,総務課,-,0263-66-2211
チ,千曲市,税務課,市民税諸税係,026-273-1111
チ,茅野市,税務課,市民税係,0266-72-2101
テ,天龍村,総務課,税務係,0260-32-2001
ト,東御市,税務課,住民税係,0268-62-1111
ト,豊丘村,総務課,税務係,0265-35-3311
ナ,中川村,住民税務課,税務係,0265-88-3001
ナ,中条村,総務課,会計税務係,026-268-3001
ナ,中野市,税務課,課税係,0269-22-2111
ナ,長野市,市民税課,個人担当,026-224-8507
ナ,長和町,町民課,住民税係,0268-68-3111
ナ,南木曽町,総務課,税務係,0264-57-2001
ネ,根羽村,総務課,総務係,0265-49-2111
ノ,野沢温泉村,総務課,税務係,0269-85-3111
ハ,白馬村,税務課,課税係,0261-72-5000
ハ,波田町,財政課,税務係,0263-92-3001
ハ,原村,住民財務課,税務係,0266-79-7923
ヒ,平谷村,総務課,-,0265-48-2211
フ,富士見町,財務課,町民税係,0266-62-2250
マ,松川町,住民税務課,町民税係,0265-36-3111
マ,松川村,総務課,税務係,0261-62-3111
マ,松本市,市民税課,市民税係,0263-34-3232
ミ,南相木村,総務課,庶務係,0267-78 -2121
ミ,南牧村,総務課,税務係,0267-96-2211
ミ,南箕輪村,財務課,税務係,0265-72-2104
ミ,箕輪町,税務課,課税係,0265-79-3111
ミ,宮田村,住民福祉課,税務係,0265-85-3182
ミ,御代田町,税務課,課税係,0267-32-3111
ヤ,泰阜村,総務課,税務係,0260-26-2111
ヤ,山形村,税務課,課税係,0263-98-3111
ヤ,山ノ内町,総務課,税務係,0269-33-3118
ア,安八町,税務課,住民税係,"0584-64-3111
    （内線：234）"
イ,池田町,税務課,住民税係,"0585-45-3111
    （内線：145）"
イ,揖斐川町,税務課,住民税係,"0585-22-2111
    （内線：132）"
エ,恵那市,税務課,市民税係,"0573-26-2111
    （内線：503）"
オ,大垣市,課税課,市民税係,"0584-81-4111
    （内線：344～347）"
オ,大野町,税務課,課税係,"0585-34-1111
    （内線：133）"
カ,海津市,税務課,市民税係,0584-53-1116
カ,各務原市,税務課,市民税第一係,"058-383-1111
    （内線：2320）"
カ,笠松町,税務課,住民税担当,058-388-1112
カ,可児市,税務課,市民税係,"0574-62-1111
    （内線：3206）"
カ,川辺町,税務課,住民税担当,0574-53-2514
キ,北方町,税務課,税務第二係,058-323-1116
ギ,岐南町,税務課,住民税担当,058-247-1397
ギ,岐阜市,市民税室,個人第4グループ,"058-265-4141
    （内線：3221）"
グ,郡上市,税務課,市民税係,"0575-67-1121
    （内線：121）"
ゲ,下呂市,税務課,市民税係,"0576-24-2222
    （内線：139）"
ゴ,神戸町,税務課,課税係,"0584-27-3111
    （内線：136・137)"
サ,坂祝町,税務課,住民税係,"0574-26-7111
    （内線：213）"
シ,白川町,町民課,税務グループ,"0574-72-1311
    （内線：126）"
シ,白川村,総務課,税務係,05769-6-1311
セ,関ヶ原町,税務課,住民税係,"0584-43-3051
    （内線：141）"
セ,関市,税務課,市民税係,"0575-22-3131
    （内線：2124）"
タ,高山市,税務課,市民税グループ,"0577-32-3333
    （内線：2131）"
タ,多治見市,税務課,市民税グループ,"0572-22-1111
    （内線：1110）"
タ,垂井町,税務課,住民税係,0584-22-1151
ト,土岐市,税務課,市民税係,"0572-54-1111
    （内線：171）"
ト,富加町,住民福祉課,税務グループ,0574-54-2182
ナ,中津川市,税務課,市民税係,"0573-66-1111
    （内線：142）"
ハ,羽島市,税務課,市民税係,"058-392-1111
    （内線：2237）"
ヒ,東白川村,村民課,税務係,0574-78-3111
ヒ,飛騨市,税務課,市民税係,0577-73-3742
ヒ,七宗町,総務課,税務係,"0574-48-1111
    （内線：214）"
ミ,瑞浪市,税務課,市民税係,"0572-68-2111
    （内線：146）"
ミ,瑞穂市,税務課,市民税係,058-327-4112
ミ,御嵩町,税務収納課,町民税係,"0574-67-2111
    （内線：2155）"
ミ,美濃加茂市,税務課,市民税係,"0574-25-2111
    （内線：214）"
ミ,美濃市,税務課,市民税係,"0575-33-1122
    （内線：123）"
モ,本巣市,税務課,課税係,0581-34-5022
ヤ,八百津町,住民税務課,住民税係,"0574-43-2111
    （内線：2117）"
ヤ,山県市,税務課,市民税係,0581-22-6822
ヨ,養老町,税務課,住民税係,"0584-32-1100
    （内線：256・257）"
ワ,輪之内町,税務課,住民税担当,"0584-69-3111
    （内線：125）"
ア,熱海市,課税課,市民税係,0557-86-6142
ア,新居町,税務課,町県民税係,053-594-1117
イ,伊豆市,税務課,市民税係,0558-72-9851
イ,伊豆の国市,税務課,市民税担当,055-948-2907
イ,伊東市,課税課,市民税係,"0557-36-0111
    （内線：2345）"
イ,磐田市,市民税課,-,0538-37-3767
オ,大井川町,税務課,町民税係,054-662-0531
オ,岡部町,窓口税務課,住民税グループ,054-667-3413
オ,御前崎市,税務課,市民税係,0537-85-1114
オ,小山町,税務課,課税スタッフ,0550-76-6102
カ,掛川市,税務課,市民税係,0537-21-1136
カ,河津町,窓口税務課,税務係,0558-34-1928
カ,川根本町,税務課,住民税係,0547-56-2223
カ,川根町,税務課,住民税係,0547-53-4584
カ,函南町,税務課,町民税係,055-979-8109
キ,菊川市,税務課,市民税係,0537-35-0912
コ,湖西市,税務課,課税係,053-576-1218
ゴ,御殿場市,課税課,市民税スタッフ,0550-82-4129
シ,静岡市,税務総務課,課税管理担当,054-221-1528
シ,葵区,税務課,市民税担当,054-221-1041
シ,駿河区,税務課,市民税担当,054-287-8662
シ,清水区,税務課,市民税担当,054-354-2072
シ,芝川町,町民課,住民税係,0544-65-2803
シ,島田市,税務課,市民税係,0547-36-7140
シ,清水町,税務課,町民税係,055-981-8218
シ,下田市,税務課,市民税係,0558-22-2218
ス,裾野市,市民税室,市民税係,055-995-1810
ナ,長泉町,税務課,住民税チーム,055-989-5506
ニ,西伊豆町,窓口税務課,課税係,0558-52-1113
ヌ,沼津市,市民税課,市民税係,055-934-4735
ハ,浜松市,税務総務課,税制企画グループ,053-457-2151
ハ,中区,税務課,市民税グループ,053-457-2144
ハ,東区,税務課,市民税グループ,053-424-0143
ハ,西区,税務課,市民税グループ,053-597-1114
ハ,南区,税務課,市民税グループ,053-425-1204
ハ,北区,税務課,市民税グループ,053-523-1115
ハ,浜北区,税務課,市民税グループ,053-585-1134
ハ,天竜区,税務課,市民税グループ,053-922-0014
ヒ,東伊豆町,税務課,課税係,0557-95-6201
フ,袋井市,税務課,市民税係,0538-44-3109
フ,藤枝市,課税課,市民税係,"054-643-3111
    （内線：648）"
フ,富士川町,町民課,税務室,0545-81-4803
フ,富士市,市民税課,市民税第一担当,0545-55-2734
フ,富士宮市,市民税課,-,0544-22-1126
マ,牧之原市,税務課,市民税係,0548-23-0035
マ,松崎町,窓口税務課,課税係,0558-42-3968
ミ,三島市,課税課,市民税係,055-983-2626
ミ,南伊豆町,町民課,課税係,0558-62-6222
モ,森町,税務課,町民税係,0538-85-6308
ヤ,焼津市,課税課,市民税係,054-626-2149
ユ,由比町,住民課,税務係,054-376-0118
ヨ,吉田町,税務課,課税部門,0548-33-2107
ア,愛西市,市民税課,-,"0567-26-8111
    （内線：570）"
ア,阿久比町,税務課,住民税係,"0569-48-1111
    （内線：302）"
ア,安城市,市税課,市民税係,"0566-76-1111
    （内線：2125～2127）"
イ,一宮市,市民税課,市民税グループ,0586-28-8963
イ,一色町,税務課,町民税担当,0563-72-9603
イ,稲沢市,課税課,市民税グループ,"0587-32-1111
    （内線：323・324）"
イ,犬山市,税務課,市民税担当,"0568-61-1800
    （内線：235・239）"
イ,岩倉市,税務課,課税第1係,0587-38-5806
オ,大口町,税務課,町民税グループ,"0587-95-1111
    （内線：116）"
オ,大治町,税務課,住民税係,"052-444-2711
    (内線：175)"
オ,大府市,税務課,市民税係,"0562-47-2111
    （内線：281）"
オ,岡崎市,市民税課,市民税1班,0564-23-6027
オ,音羽町,税務課,-,0533-88-8002
オ,尾張旭市,税務課,市民税係,"0561-53-2111
    （内線：273）"
カ,春日井市,市民税課,税制担当,0568-85-6091
カ,蟹江町,税務課,町民税係,"0567-95-1111
    （内線：182）"
ガ,蒲郡市,税務収納課,市民税係,0533-66-1116
カ,刈谷市,税務課,市民税担当,0566-62-1205
キ,北名古屋市,税務東グループ,-,"0568-23-6111
    （内線：273）"
キ,清須市,総務部税務課,市民税係,"052-400-2911
    （内線：1161・1163・1164）"
キ,吉良町,税務課,町民税担当,0563-32-1114
コ,幸田町,税務課,町民税グループ,"0564-62-1111
    （内線：161・162）"
コ,江南市,課税課,市民税係,"0587-54-1111
    （内線：263・266）"
コ,小坂井町,税務課,町民税係,"0533-78-2113
    （内線：318）"
コ,小牧市,市民税課,市民税係,0568-76-1182
シ,設楽町,税務課,-,"0536-62-0511
    （内線：25）"
シ,七宝町,総務部税務課,町民税係,"052-441-7111
    （内線：532）"
ジ,甚目寺町,税務課,住民税係,"052-444-3166
    （内線：141・142）"
シ,新城市,税務課,市民税グループ,0536-23-7615
セ,瀬戸市,税務課,市民税係,0561-88-2571
タ,高浜市,税務グループ,市民税担当,"0566-52-1111
    (内線：246・247・253)"
タ,武豊町,税務課,町民税担当,"0569-72-1111
    （内線：252・253）"
タ,田原市,税務課,市民税係,"0531-22-1111
    （内線：270)"
チ,知多市,税務課,市民税チーム,"0562-33-3151
    （内線：298)"
チ,知立市,税務課,市民税係,"0566-83-1111
    （内線：133・134)"
ツ,津島市,総務部税務課,市民税グループ,"0567-24-1111
    （内線：2201～2204)"
ト,東栄町,総務課,住民税係,"0536-76-0501
    （内線：21）"
ト,東海市,税務課,市民税担当,"052-603-2211
    （内線：114)"
ト,東郷町,税務課,町民税係,"0561-38-3111
    （内線：2176・2177）"
ト,常滑市,税務課,市民税担当,"0569-35-5111
    （内線：183・184)"
ト,飛島村,税務課,住民税係,"0567-52-1231
    （内線：175)"
ト,豊明市,税務課,市民税係,0562-92-1118
ト,豊川市,総務部市民税課,市民税係,0533-89-2129
ト,豊田市,市民税課,-,0565-34-6617
ト,豊根村,住民課,税務係,"0536-85-1311
    （内線：23）"
ト,豊橋市,市民税課,税広報担当,0532-51-2199
ト,豊山町,税務課,課税係,0568-28-2434
ナ,長久手町,税務課,住民税係,"0561-63-1111
    （内線：152)"
ナ,名古屋市,市民税課,市民税係,052-972-2352
ナ,千種区,区民生活部税務課,市民税係,052-753-1854
ナ,東区,区民生活部税務課,市民税係,052-934-1152
ナ,北区,区民生活部税務課,市民税係,052-917-6476
ナ,"北区役所
    楠支所",-,市民税係,052-901-2264
ナ,西区,区民生活部税務課,市民税係,052-523-4553
ナ,"西区役所
    山田支所",-,市民税係,052-501-4961
ナ,中村区,"区民生活部
    市民税課",市民税係,052-453-5354
ナ,中区,"区民生活部
    市民税課",市民税係,052-265-2256
ナ,昭和区,区民生活部税務課,市民税係,052-735-3855
ナ,瑞穂区,区民生活部税務課,市民税係,052-852-9344
ナ,熱田区,区民生活部税務課,市民税係,052-683-9434
ナ,中川区,区民生活部税務課,市民税係,052-363-4366
ナ,"中川区役所
    富田支所",-,市民税係,052-301-8269
ナ,港区,区民生活部税務課,市民税係,052-654-9653
ナ,"港区役所
    南陽支所",-,市民税係,052-301-8180
ナ,南区,区民生活部税務課,市民税係,052-823-9354
ナ,守山区,区民生活部税務課,市民税係,052-796-4565
ナ,"守山区役所
    志段味支所",-,税務係,052-736-2046
ナ,緑区,区民生活部税務課,市民税係,052-625-3883
ナ,名東区,区民生活部税務課,市民税係,052-778-3064
ナ,天白区,区民生活部税務課,市民税係,052-807-3853
ニ,西尾市,税務課,市民税担当,"0563-56-2111
    （内線：132～134)"
ニ,日進市,税務課,市民税係,0561-73-4094
ハ,幡豆町,税務課,住民税係,0563-63-0118
ハ,春日町,税務課,住民税係,052-400-3864
ハ,半田市,税務課,市民税担当,"0569-21-3111
    （内線：251・252)"
ヒ,東浦町,税務課,住民税係,"0562-83-3111
    （内線：112・113）"
フ,扶桑町,総務部税務課,町民税グループ,"0587-93-1111
    （内線：266・267)"
ヘ,碧南市,税務課,市民税係,"0566-41-3311
    （内線：316)"
ミ,御津町,税務課,町民税係,0533-76-4704
ミ,南知多町,税務課,住民税係,"0569-65-0711
    （内線：145)"
ミ,美浜町,税務課,住民税係,"0569-82-1111
    （内線：250)"
ミ,三好町,税務課,町民税係,"0561-32-2111
    （内線：242)"
ミ,美和町,税務課,住民税係,052-444-0509
ヤ,弥富市,税務課,市民税係,"0567-65-1111
    （内線：354）"
ア,朝日町,総務税務課,税務係,059-377-5655
イ,伊賀市,税務課,市民税係,0595-22-9613
イ,伊勢市,課税課,市民税係,0596-21-5534
イ,いなべ市,課税課,市民税係,0594-74-5830
オ,大台町,税務課,住民税係,0598-82-3784
オ,尾鷲市,税務課,課税係,0597-23-8171
カ,亀山市,税務室,市民税担当,0595-84-5011
カ,川越町,税務課,住民税担当,059-366-7114
キ,木曽岬町,税務課,住民税担当,0567-68-6102
キ,紀宝町,税務住民課,住民税担当,0735-33-0337
キ,紀北町,税務課,課税係,0597-32-1111
ク,熊野市,税務課,市民税係,0597-89-4111
ク,桑名市,税務課,市民税係,0594-24-1150
コ,菰野町,税務課,町民税係,059-391-1117
シ,志摩市,課税課,市民税第2係,0599-43-8125
ス,鈴鹿市,市民税課,市民税第1グループ,059-382-9446
タ,大紀町,税務課,住民税担当,0598-86-2215
タ,多気町,税務課,住民税係,0598-38-1112
タ,玉城町,税務住民課,課税収税係,0596-58-8201
ツ,津市,市民税課,市民税担当,059-229-3130
ト,東員町,税務課,住民税担当,0594-86-2801
ト,鳥羽市,税務課,市民税係,0599-25-1134
ナ,名張市,市民税室,市民税担当,0595-63-7429
マ,松阪市,市民税課,市民税係,0598-53-4027
ミ,南伊勢町,税務課,住民税係,0599-66-1112
ミ,御浜町,税務住民課,税務係,05979-3-0510
メ,明和町,税務課,課税第1係,0596-52-7113
ヨ,四日市市,市民税課,市民税係,059-354-8132
ワ,度会町,税務課,住民税係,0596-62-2414
ア,愛荘町,税務課,住民税担当,0749-42-7690
ア,安土町,住民税務課,税務グループ,0748-46-7202
オ,近江八幡市,税務課,市民税グループ,0748-36-5505
オ,大津市,市民税課,市民税第1係 ・第2係,077-528-2721・2
キ,木之本町,税務住民課,課税係,0749-82-5905
ク,草津市,税務課,市民税グループ,077-561-2309
コ,甲賀市,税務課,市民税係,0748-65-0679
コ,甲良町,税務課,住民税係,0749-38-5064
コ,湖南市,税務課,市民税担当,0748-71-2319
コ,湖北町,税務住民課,税務グループ,0749-78-8302
タ,高島市,税務課,市民税グループ,0740-25-8116
タ,多賀町,税務課,町民税係,0749-48-8113
タ,高月町,税務住民課,住民税係,0749-85-6401
ト,豊郷町,税務課,個人住民税係,0749-35-8119
ト,虎姫町,税務住民課,住民税係,0749-73-4853
ナ,長浜市,税務課,市民税・国保料グループ,0749-65-6524
ニ,西浅井町,税務住民課,税務係,0749-89-1121
ヒ,東近江市,市民税課,市民税係,0748-24-5604
ヒ,彦根市,税務課,市民税係,0749-30-6140
ヒ,日野町,税務課,住民税担当,0748-52-6570
マ,米原市,税務課,市民税・諸税係,0749-52-1556
モ,守山市,税務課,市民税グループ,077-582-1115
ヤ,野洲市,税務課,住民税担当,077-587-6040
ヨ,余呉町,税務住民課,税務係,0749-86-3221
リ,栗東市,税務課,市民税係,077-551-0106
リ,竜王町,住民税務課,税務係,0748-58-3750
ア,綾部市,税務課,市民税担当,0773-42-3280
イ,井手町,税務課,-,"0774-82-6163（直通）
    0774-82-2001（代表）"
イ,伊根町,住民生活課,税務住民係,0772-32-0511
ウ,宇治市,市民税課,個人住民税係,0774-20-8718
ウ,宇治田原町,税務課,-,0774-88-6633
オ,大山崎町,税務室,住民税グループ,075-956-2101
カ,笠置町,税務財政課,-,0743-95-2301
カ,亀岡市,課税課,市民税担当,0771-25-5012
キ,木津川市,税務課,市民税係,0774-75-1203
キ,京田辺市,税務課,市民税係,0774-64-1317
キ,京丹後市,税務課,市民税係,0772-69-0180
キ,京丹波町,税務課,賦課係,0771-82-3802
キ,京都市,主税課,税務推進担当,075-213-5200
キ,北区,市民税課,市民税課,"075-432-1215（直通）
    075-432-1181（代表）"
キ,上京区,市民税課,市民税課,"075-441-5072（直通）
    075-441-0111（代表）"
キ,左京区,市民税課,市民税課,"075-771-4249（直通）
    075-771-4211（代表）"
キ,中京区,市民税課,市民税課,"075-812-2442（直通）
    075-812-0061（代表）"
キ,東山区,課税課,課税課,"075-561-9376（直通）
    075-561-1191（代表）"
キ,山科区,市民税課,市民税課,"075-592-3113（直通）
    075-592-3050（代表）"
キ,下京区,市民税課,市民税課,"075-371-7172（直通）
    075-371-7101（代表）"
キ,南区,市民税課,市民税課,"075-681-3493（直通）
    075-681-3111（代表）"
キ,右京区,市民税課,市民税課,"075-861-1524（直通）
    075-861-1101（代表）"
キ,"右京区役所
    京北出張所",税務担当,税務担当,0771-52-1814（直通）
キ,西京区,市民税課,市民税課,"075-381-7249（直通）
    075-381-7121（代表）"
キ,"西京区役所
    洛西支所",課税課,課税課,"075-332-9169（直通）
    075-332-8111（代表）"
キ,伏見区,市民税課,市民税課,"075-611-1534（直通）
    075-611-1101（代表）"
キ,"伏見区役所
    深草支所",課税課,課税課,"075-642-3408（直通）
    075-642-3101（代表）"
キ,"伏見区役所
    醍醐支所",課税課,課税課,"075-571-6822（直通）
    075-571-0003（代表）"
ク,久御山町,税務課,住民税係,"075-631-9926（直通）
    0774-45-3908（直通）"
ジ,城陽市,税務課,市民税係,0774-56-4021
セ,精華町,税務課,住民税係,0774-95-1916
ナ,長岡京市,課税課,市民税係,075-955-9507
ナ,南丹市,税務課,市民税係,0771-68-0004
フ,福知山市,税務課,市民税係,0773-24-7024
マ,舞鶴市,税務課,市民税係,0773-66-1026
ミ,南山城村,税財政課,税務係,0743-93-0101
ミ,宮津市,市民室,市民税係,0772-22-2121
ム,向日市,税務課,市民税係,075-931-1111
ヤ,八幡市,市民税課,市民税係,075-983-1111
ヨ,与謝野町,税務課,住民税係,0772-44-2084
ワ,和束町,税住民課,税務係,0774-78-3001
イ,池田市,課税課,市民税,072-754-6222
イ,泉大津市,税務課,市民税係,0725-33-1131
イ,泉佐野市,税務課,市民税係,072-463-1212
イ,和泉市,税務室,市民税担当,0725-41-1551
イ,茨木市,市民税課,市民税係,072-620-1614
オ,大阪狭山市,税務グループ,市民税担当,072-366-0011
オ,大阪市,財政局税務部,課税担当（個人課税）,06-6208-7751
オ,大阪市,梅田市税事務所,個人市民税担当,06-4797-2953
オ,大阪市,京橋市税事務所,個人市民税担当,06-4801-2953
オ,大阪市,弁天町市税事務所,個人市民税担当,06-4395-2953
オ,大阪市,なんば市税事務所,個人市民税担当,06-4397-2953
オ,大阪市,あべの市税事務所,個人市民税担当,06-4396-2953
オ,大阪市,"あべの西南
    市税事務所",個人市民税担当,06-6634-2953
カ,貝塚市,課税課,市民税係,072-433-7250
カ,柏原市,課税課,市民税係,072-972-1501
カ,交野市,税務室,市民税係,072-892-0121
カ,門真市,課税課,市民税グループ,06-6902-5898
カ,河南町,税務課,町民税係,0721-93-2500
カ,河内長野市,税務課,市民税担当,0721-53-1111
キ,岸和田市,市民税課,賦課担当,072-423-9418
ク,熊取町,税務課,住民税係,072-452-1001
サ,堺市,市民税管理課,管理係,072－228-7030
サ,堺区,堺市税事務所,市民税係,072-228-7410
サ,中区,中市税事務所,市民税係,072-270-8185
サ,東区,東市税事務所,市民税係,072-287-8104
サ,西区,西市税事務所,市民税係,072-275-1905
サ,南区,南市税事務所,市民税係,072-290-1804
サ,北区,北市税事務所,市民税係,072-258-6714
サ,美原区,美原市税事務所,市民税係,072-361-1881
シ,四條畷市,税務課,課税担当,072-877-2121
シ,島本町,税務課,町民税係,075-962-5414
ス,吹田市,市民税課,市民税第1係,06-6384-1248
セ,摂津市,市民税課,市民税係,06-6383-1111
セ,泉南市,税務課,課税係,072-483-0001
タ,太子町,税務課,-,0721-98-5517
ダ,大東市,課税課,市民税グループ,072-870-0418
タ,高石市,税務課,市民税係,072-265-1001
タ,高槻市,市民税課,課税第1チーム,072-674-7132
タ,田尻町,税務課,課税係,072-466-5003
タ,忠岡町,税務課,町民税係,0725-22-1122
チ,千早赤阪村,税務課,村民税係,0721-72-0081
ト,豊中市,市民税課,課税総括グループ,06-6858-2136
ト,豊能町,財務課,税務グループ,072-739-3417
ト,富田林市,税務推進室,市民税係,0721-25-1000
ネ,寝屋川市,市民税課,個人市民税担当,072-824-1181
ノ,能勢町,住民課,税務係,072-734-0153
ハ,羽曳野市,税務課,市民税担当,072-958-1111
ハ,阪南市,税務課,市民税担当,072-471-5678
ヒ,東大阪市,市民税課,-,06-4309-3135
ヒ,枚方市,市民税課,市民税管理グループ,072-841-1221
フ,藤井寺市,税務課,市民税担当,072-939-1111
マ,松原市,課税課,市民税係,072-337-3120
ミ,岬町,税務課,課税係,072-492-2752
ミ,箕面市,税務課,市民税グループ,072-723-2121
モ,守口市,課税課,市民税係,06-6992-1221
ヤ,八尾市,市民税課,課税係,072-924-3822
ア,相生市,税務課,市民税係,0791-23-7128
ア,明石市,"財務部税務室
    市民税課",市民税第1係・市民税第2係,078-918-5013
